id,sentence,labels
H1218,"I like bellbottom trousers , more than bristlecone pines .",1
H1219,"I like pines , more than bristlecone pines .",0
H1220,"I like bristlecone pines , more than pines .",0
H1221,"I like farces , more than jack pines .",1
H1222,"I like pines , more than jack pines .",0
H1223,"I like jack pines , more than pines .",0
H1224,"I like black comedies , more than Angoras .",1
H1225,"I like rabbits , more than Angoras .",0
H1226,"I like Angoras , more than rabbits .",0
H1227,"I like novelettes , more than Belgian hares .",1
H1228,"I like rabbits , more than Belgian hares .",0
H1229,"I like Belgian hares , more than rabbits .",0
H1230,"I like commedia dell'artes , more than bunnies .",1
H1231,"I like rabbits , more than bunnies .",0
H1232,"I like bunnies , more than rabbits .",0
H1233,"I like alarms , more than European rabbits .",1
H1234,"I like rabbits , more than European rabbits .",0
H1235,"I like European rabbits , more than rabbits .",0
H1236,"I like breeches , more than detective novels .",1
H1237,"I like novels , more than detective novels .",0
H1238,"I like detective novels , more than novels .",0
H1239,"I like reckoners , more than dime novels .",1
H1240,"I like novels , more than dime novels .",0
H1241,"I like dime novels , more than novels .",0
H1242,"I like amazons , more than novelettes .",1
H1243,"I like novels , more than novelettes .",0
H1244,"I like novelettes , more than novels .",0
H1245,"I like camises , more than roman a clefs .",1
H1246,"I like novels , more than roman a clefs .",0
H1247,"I like roman a clefs , more than novels .",0
H1248,"I like chairs of state , more than crammers .",1
H1249,"I like textbooks , more than crammers .",0
H1250,"I like crammers , more than textbooks .",0
H1251,"I like buffleheads , more than introductions .",1
H1252,"I like textbooks , more than introductions .",0
H1253,"I like introductions , more than textbooks .",0
H1254,"I like exhilarations , more than primers .",1
H1255,"I like textbooks , more than primers .",0
H1256,"I like primers , more than textbooks .",0
H1257,"I like wildcats , more than readers .",1
H1258,"I like textbooks , more than readers .",0
H1259,"I like readers , more than textbooks .",0
H1260,"I like primers , more than berths .",1
H1261,"I like beds , more than berths .",0
H1262,"I like berths , more than beds .",0
H1263,"I like boogies , more than built-in beds .",1
H1264,"I like beds , more than built-in beds .",0
H1265,"I like built-in beds , more than beds .",0
H1266,"I like frissons , more than bunks .",1
H1267,"I like beds , more than bunks .",0
H1268,"I like bunks , more than beds .",0
H1269,"I like crammers , more than bunk beds .",1
H1270,"I like beds , more than bunk beds .",0
H1271,"I like bunk beds , more than beds .",0
H1272,"I like European rabbits , more than African greys .",1
H1273,"I like parrots , more than African greys .",0
H1274,"I like African greys , more than parrots .",0
H1275,"I like camises , more than amazons .",1
H1276,"I like parrots , more than amazons .",0
H1277,"I like amazons , more than parrots .",0
H1278,"I like reckoners , more than cockateels .",1
H1279,"I like parrots , more than cockateels .",0
H1280,"I like cockateels , more than parrots .",0
H1281,"I like athletic socks , more than cockatoos .",1
H1282,"I like parrots , more than cockatoos .",0
H1283,"I like cockatoos , more than parrots .",0
H1284,"I like dolefulness , more than boogies .",1
H1285,"I like blues , more than boogies .",0
H1286,"I like boogies , more than blues .",0
H1287,"I like fumed oaks , more than armchairs .",1
H1288,"I like chairs , more than armchairs .",0
H1289,"I like armchairs , more than chairs .",0
H1290,"I like blackfish , more than barber chairs .",1
H1291,"I like chairs , more than barber chairs .",0
H1292,"I like barber chairs , more than chairs .",0
H1293,"I like chinoes , more than chairs of state .",1
H1294,"I like chairs , more than chairs of state .",0
H1295,"I like chairs of state , more than chairs .",0
H1296,"I like bluepoints , more than chaise longues .",1
H1297,"I like chairs , more than chaise longues .",0
H1298,"I like chaise longues , more than chairs .",0
H1299,"I like novelettes , more than black comedies .",1
H1300,"I like comedies , more than black comedies .",0
H1301,"I like black comedies , more than comedies .",0
H1302,"I like Belgian hares , more than commedia dell'artes .",1
H1303,"I like comedies , more than commedia dell'artes .",0
H1304,"I like commedia dell'artes , more than comedies .",0
H1305,"I like primers , more than dark comedies .",1
H1306,"I like comedies , more than dark comedies .",0
H1307,"I like dark comedies , more than comedies .",0
H1308,"I like primers , more than farces .",1
H1309,"I like comedies , more than farces .",0
H1310,"I like farces , more than comedies .",0
H1311,"I like depressions , more than domestic cats .",1
H1312,"I like cats , more than domestic cats .",0
H1313,"I like domestic cats , more than cats .",0
H1314,"I like chairs of state , more than wildcats .",1
H1315,"I like cats , more than wildcats .",0
H1316,"I like wildcats , more than cats .",0
H1317,"I like canvasbacks , more than bellbottom trousers .",1
H1318,"I like trousers , more than bellbottom trousers .",0
H1319,"I like bellbottom trousers , more than trousers .",0
H1320,"I like dress shirts , more than breeches .",1
H1321,"I like trousers , more than breeches .",0
H1322,"I like breeches , more than trousers .",0
H1323,"I like cockateels , more than chinoes .",1
H1324,"I like trousers , more than chinoes .",0
H1325,"I like chinoes , more than trousers .",0
H1326,"I like armchairs , more than churidars .",1
H1327,"I like trousers , more than churidars .",0
H1328,"I like churidars , more than trousers .",0
H1329,"I like downheartedness , more than fumed oaks .",1
H1330,"I like oaks , more than fumed oaks .",0
H1331,"I like fumed oaks , more than oaks .",0
H1332,"I like exhilarations , more than holm oaks .",1
H1333,"I like oaks , more than holm oaks .",0
H1334,"I like holm oaks , more than oaks .",0
H1335,"I like dashikis , more than English sparrows .",1
H1336,"I like sparrows , more than English sparrows .",0
H1337,"I like English sparrows , more than sparrows .",0
H1338,"I like bluepoints , more than tree sparrows .",1
H1339,"I like sparrows , more than tree sparrows .",0
H1340,"I like tree sparrows , more than sparrows .",0
H1341,"I like readers , more than black ducks .",1
H1342,"I like ducks , more than black ducks .",0
H1343,"I like black ducks , more than ducks .",0
H1344,"I like bluepoints , more than buffleheads .",1
H1345,"I like ducks , more than buffleheads .",0
H1346,"I like buffleheads , more than ducks .",0
H1347,"I like chinooks , more than canvasbacks .",1
H1348,"I like ducks , more than canvasbacks .",0
H1349,"I like canvasbacks , more than ducks .",0
H1350,"I like Atlantic salmon , more than dabbling ducks .",1
H1351,"I like ducks , more than dabbling ducks .",0
H1352,"I like dabbling ducks , more than ducks .",0
H1353,"I like Angoras , more than armoires .",1
H1354,"I like wardrobes , more than armoires .",0
H1355,"I like armoires , more than wardrobes .",0
H1356,"I like corgis , more than clothes closets .",1
H1357,"I like wardrobes , more than clothes closets .",0
H1358,"I like clothes closets , more than wardrobes .",0
H1359,"I like primers , more than coat closets .",1
H1360,"I like wardrobes , more than coat closets .",0
H1361,"I like coat closets , more than wardrobes .",0
H1362,"I like Belgian hares , more than beluga caviar .",1
H1363,"I like caviar , more than beluga caviar .",0
H1364,"I like beluga caviar , more than caviar .",0
H1365,"I like chinooks , more than camises .",1
H1366,"I like shirts , more than camises .",0
H1367,"I like camises , more than shirts .",0
H1368,"I like depressions , more than dashikis .",1
H1369,"I like shirts , more than dashikis .",0
H1370,"I like dashikis , more than shirts .",0
H1371,"I like bunk beds , more than dress shirts .",1
H1372,"I like shirts , more than dress shirts .",0
H1373,"I like dress shirts , more than shirts .",0
H1374,"I like pendant earrings , more than hair shirts .",1
H1375,"I like shirts , more than hair shirts .",0
H1376,"I like hair shirts , more than shirts .",0
H1377,"I like detective novels , more than bacon strips .",1
H1378,"I like bacon , more than bacon strips .",0
H1379,"I like bacon strips , more than bacon .",0
H1380,"I like knee-highs , more than Canadian bacons .",1
H1381,"I like bacon , more than Canadian bacons .",0
H1382,"I like Canadian bacons , more than bacon .",0
H1383,"I like fumed oaks , more than flitches .",1
H1384,"I like bacon , more than flitches .",0
H1385,"I like flitches , more than bacon .",0
H1386,"I like armchairs , more than gammons .",1
H1387,"I like bacon , more than gammons .",0
H1388,"I like gammons , more than bacon .",0
H1389,"I like red-winged blackbirds , more than cowbirds .",1
H1390,"I like blackbirds , more than cowbirds .",0
H1391,"I like cowbirds , more than blackbirds .",0
H1392,"I like alarms , more than grackles .",1
H1393,"I like blackbirds , more than grackles .",0
H1394,"I like grackles , more than blackbirds .",0
H1395,"I like Belgian hares , more than red-winged blackbirds .",1
H1396,"I like blackbirds , more than red-winged blackbirds .",0
H1397,"I like red-winged blackbirds , more than blackbirds .",0
H1398,"I like crammers , more than rusty blackbirds .",1
H1399,"I like blackbirds , more than rusty blackbirds .",0
H1400,"I like rusty blackbirds , more than blackbirds .",0
H1401,"I like novelettes , more than basenjis .",1
H1402,"I like dogs , more than basenjis .",0
H1403,"I like basenjis , more than dogs .",0
H1404,"I like argyles , more than corgis .",1
H1405,"I like dogs , more than corgis .",0
H1406,"I like corgis , more than dogs .",0
H1407,"I like black ducks , more than curs .",1
H1408,"I like dogs , more than curs .",0
H1409,"I like curs , more than dogs .",0
H1410,"I like canvasbacks , more than dalmatians .",1
H1411,"I like dogs , more than dalmatians .",0
H1412,"I like dalmatians , more than dogs .",0
H1413,"I like manuals , more than agapes .",1
H1414,"I like love , more than agapes .",0
H1415,"I like agapes , more than love .",0
H1416,"I like anklets , more than amorousness .",1
H1417,"I like love , more than amorousness .",0
H1418,"I like amorousness , more than love .",0
H1419,"I like golden hamsters , more than ardors .",1
H1420,"I like love , more than ardors .",0
H1421,"I like ardors , more than love .",0
H1422,"I like grackles , more than prosciutto .",1
H1423,"I like ham , more than prosciutto .",0
H1424,"I like prosciutto , more than ham .",0
H1425,"I like disquisitions , more than Virginia hams .",1
H1426,"I like ham , more than Virginia hams .",0
H1427,"I like Virginia hams , more than ham .",0
H1428,"I like chairs of state , more than spaghetti Westerns .",1
H1429,"I like westerns , more than spaghetti Westerns .",0
H1430,"I like spaghetti Westerns , more than westerns .",0
H1431,"I like bacon strips , more than bibles .",1
H1432,"I like handbooks , more than bibles .",0
H1433,"I like bibles , more than handbooks .",0
H1434,"I like basenjis , more than guidebooks .",1
H1435,"I like handbooks , more than guidebooks .",0
H1436,"I like guidebooks , more than handbooks .",0
H1437,"I like breeches , more than manuals .",1
H1438,"I like handbooks , more than manuals .",0
H1439,"I like manuals , more than handbooks .",0
H1440,"I like thanatopses , more than reckoners .",1
H1441,"I like handbooks , more than reckoners .",0
H1442,"I like reckoners , more than handbooks .",0
H1443,"He likes rusty blackbirds , more than anklets .",1
H1444,"He likes socks , more than anklets .",0
H1445,"He likes anklets , more than socks .",0
H1446,"He likes knee-highs , more than argyles .",1
H1447,"He likes socks , more than argyles .",0
H1448,"He likes argyles , more than socks .",0
H1449,"He likes ancient pines , more than athletic socks .",1
H1450,"He likes socks , more than athletic socks .",0
H1451,"He likes athletic socks , more than socks .",0
H1452,"He likes barber chairs , more than knee-highs .",1
H1453,"He likes socks , more than knee-highs .",0
H1454,"He likes knee-highs , more than socks .",0
H1455,"He likes spaghetti Westerns , more than Atlantic salmon .",1
H1456,"He likes salmon , more than Atlantic salmon .",0
H1457,"He likes Atlantic salmon , more than salmon .",0
H1458,"He likes bunks , more than blackfish .",1
H1459,"He likes salmon , more than blackfish .",0
H1460,"He likes blackfish , more than salmon .",0
H1461,"He likes athletic socks , more than chinooks .",1
H1462,"He likes salmon , more than chinooks .",0
H1463,"He likes chinooks , more than salmon .",0
H1464,"He likes bluepoints , more than chum salmon .",1
H1465,"He likes salmon , more than chum salmon .",0
H1466,"He likes chum salmon , more than salmon .",0
H1467,"He likes grackles , more than pendant earrings .",1
H1468,"He likes earrings , more than pendant earrings .",0
H1469,"He likes pendant earrings , more than earrings .",0
H1470,"He likes Atlantic salmon , more than chains .",1
H1471,"He likes necklaces , more than chains .",0
H1472,"He likes chains , more than necklaces .",0
H1473,"He likes chinooks , more than chokers .",1
H1474,"He likes necklaces , more than chokers .",0
H1475,"He likes chokers , more than necklaces .",0
H1476,"He likes domestic cats , more than bluepoints .",1
H1477,"He likes oysters , more than bluepoints .",0
H1478,"He likes bluepoints , more than oysters .",0
H1479,"He likes bunks , more than Japanese oysters .",1
H1480,"He likes oysters , more than Japanese oysters .",0
H1481,"He likes Japanese oysters , more than oysters .",0
H1482,"He likes buffleheads , more than pearl oysters .",1
H1483,"He likes oysters , more than pearl oysters .",0
H1484,"He likes pearl oysters , more than oysters .",0
H1485,"He likes black comedies , more than saddle oysters .",1
H1486,"He likes oysters , more than saddle oysters .",0
H1487,"He likes saddle oysters , more than oysters .",0
H1488,"He likes cheerlessness , more than compositions .",1
H1489,"He likes essays , more than compositions .",0
H1490,"He likes compositions , more than essays .",0
H1491,"He likes memoirs , more than disquisitions .",1
H1492,"He likes essays , more than disquisitions .",0
H1493,"He likes disquisitions , more than essays .",0
H1494,"He likes black ducks , more than memoirs .",1
H1495,"He likes essays , more than memoirs .",0
H1496,"He likes memoirs , more than essays .",0
H1497,"He likes Virginia hams , more than thanatopses .",1
H1498,"He likes essays , more than thanatopses .",0
H1499,"He likes thanatopses , more than essays .",0
H1500,"He likes pearl oysters , more than alarms .",1
H1501,"He likes fear , more than alarms .",0
H1502,"He likes alarms , more than fear .",0
H1503,"He likes cockateels , more than apprehensions .",1
H1504,"He likes fear , more than apprehensions .",0
H1505,"He likes apprehensions , more than fear .",0
H1506,"He likes European rabbits , more than creeps .",1
H1507,"He likes fear , more than creeps .",0
H1508,"He likes creeps , more than fear .",0
H1509,"He likes introductions , more than frissons .",1
H1510,"He likes fear , more than frissons .",0
H1511,"He likes frissons , more than fear .",0
H1512,"He likes basenjis , more than Eurasian hamsters .",1
H1513,"He likes hamsters , more than Eurasian hamsters .",0
H1514,"He likes Eurasian hamsters , more than hamsters .",0
H1515,"He likes manuals , more than golden hamsters .",1
H1516,"He likes hamsters , more than golden hamsters .",0
H1517,"He likes golden hamsters , more than hamsters .",0
H1518,"He likes bunks , more than elations .",1
H1519,"He likes joy , more than elations .",0
H1520,"He likes elations , more than joy .",0
H1521,"He likes ardors , more than exhilarations .",1
H1522,"He likes joy , more than exhilarations .",0
H1523,"He likes exhilarations , more than joy .",0
H1524,"He likes beluga caviar , more than exuberances .",1
H1525,"He likes joy , more than exuberances .",0
H1526,"He likes exuberances , more than joy .",0
H1527,"He likes African greys , more than exultations .",1
H1528,"He likes joy , more than exultations .",0
H1529,"He likes exultations , more than joy .",0
H1530,"He likes tree sparrows , more than French bulldogs .",1
H1531,"He likes bulldogs , more than French bulldogs .",0
H1532,"He likes French bulldogs , more than bulldogs .",0
H1533,"He likes dashikis , more than cheerlessness .",1
H1534,"He likes sadness , more than cheerlessness .",0
H1535,"He likes cheerlessness , more than sadness .",0
H1536,"He likes basenjis , more than depressions .",1
H1537,"He likes sadness , more than depressions .",0
H1538,"He likes depressions , more than sadness .",0
H1539,"He likes tree sparrows , more than dolefulness .",1
H1540,"He likes sadness , more than dolefulness .",0
H1541,"He likes dolefulness , more than sadness .",0
H1542,"He likes pendant earrings , more than downheartedness .",1
H1543,"He likes sadness , more than downheartedness .",0
H1544,"He likes downheartedness , more than sadness .",0
H1545,"He likes cowbirds , more than ancient pines .",1
H1546,"He likes pines , more than ancient pines .",0
H1547,"He likes ancient pines , more than pines .",0
H1548,"He likes farces , more than black pines .",1
H1549,"He likes pines , more than black pines .",0
H1550,"He likes black pines , more than pines .",0
H1551,"He likes memoirs , more than bristlecone pines .",1
H1552,"He likes pines , more than bristlecone pines .",0
H1553,"He likes bristlecone pines , more than pines .",0
H1554,"He likes reckoners , more than jack pines .",1
H1555,"He likes pines , more than jack pines .",0
H1556,"He likes jack pines , more than pines .",0
H1557,"He likes argyles , more than Angoras .",1
H1558,"He likes rabbits , more than Angoras .",0
H1559,"He likes Angoras , more than rabbits .",0
H1560,"He likes dashikis , more than Belgian hares .",1
H1561,"He likes rabbits , more than Belgian hares .",0
H1562,"He likes Belgian hares , more than rabbits .",0
H1563,"He likes fumed oaks , more than bunnies .",1
H1564,"He likes rabbits , more than bunnies .",0
H1565,"He likes bunnies , more than rabbits .",0
H1566,"He likes pearl oysters , more than European rabbits .",1
H1567,"He likes rabbits , more than European rabbits .",0
H1568,"He likes European rabbits , more than rabbits .",0
H1569,"He likes chokers , more than detective novels .",1
H1570,"He likes novels , more than detective novels .",0
H1571,"He likes detective novels , more than novels .",0
H1572,"He likes jack pines , more than dime novels .",1
H1573,"He likes novels , more than dime novels .",0
H1574,"He likes dime novels , more than novels .",0
H1575,"He likes fumed oaks , more than novelettes .",1
H1576,"He likes novels , more than novelettes .",0
H1577,"He likes novelettes , more than novels .",0
H1578,"He likes bunnies , more than roman a clefs .",1
H1579,"He likes novels , more than roman a clefs .",0
H1580,"He likes roman a clefs , more than novels .",0
H1581,"He likes dashikis , more than crammers .",1
H1582,"He likes textbooks , more than crammers .",0
H1583,"He likes crammers , more than textbooks .",0
H1584,"He likes ancient pines , more than introductions .",1
H1585,"He likes textbooks , more than introductions .",0
H1586,"He likes introductions , more than textbooks .",0
H1587,"He likes guidebooks , more than primers .",1
H1588,"He likes textbooks , more than primers .",0
H1589,"He likes primers , more than textbooks .",0
H1590,"He likes basenjis , more than readers .",1
H1591,"He likes textbooks , more than readers .",0
H1592,"He likes readers , more than textbooks .",0
H1593,"He likes primers , more than berths .",1
H1594,"He likes beds , more than berths .",0
H1595,"He likes berths , more than beds .",0
H1596,"He likes English sparrows , more than built-in beds .",1
H1597,"He likes beds , more than built-in beds .",0
H1598,"He likes built-in beds , more than beds .",0
H1599,"He likes dashikis , more than bunks .",1
H1600,"He likes beds , more than bunks .",0
H1601,"He likes bunks , more than beds .",0
H1602,"He likes compositions , more than bunk beds .",1
H1603,"He likes beds , more than bunk beds .",0
H1604,"He likes bunk beds , more than beds .",0
H1605,"He likes French bulldogs , more than African greys .",1
H1606,"He likes parrots , more than African greys .",0
H1607,"He likes African greys , more than parrots .",0
H1608,"He likes clothes closets , more than amazons .",1
H1609,"He likes parrots , more than amazons .",0
H1610,"He likes amazons , more than parrots .",0
H1611,"He likes manuals , more than cockateels .",1
H1612,"He likes parrots , more than cockateels .",0
H1613,"He likes cockateels , more than parrots .",0
H1614,"He likes rusty blackbirds , more than cockatoos .",1
H1615,"He likes parrots , more than cockatoos .",0
H1616,"He likes cockatoos , more than parrots .",0
H1617,"He likes guidebooks , more than boogies .",1
H1618,"He likes blues , more than boogies .",0
H1619,"He likes boogies , more than blues .",0
H1620,"He likes English sparrows , more than armchairs .",1
H1621,"He likes chairs , more than armchairs .",0
H1622,"He likes armchairs , more than chairs .",0
H1623,"He likes creeps , more than barber chairs .",1
H1624,"He likes chairs , more than barber chairs .",0
H1625,"He likes barber chairs , more than chairs .",0
H1626,"He likes farces , more than chairs of state .",1
H1627,"He likes chairs , more than chairs of state .",0
H1628,"He likes chairs of state , more than chairs .",0
H1629,"He likes Eurasian hamsters , more than chaise longues .",1
H1630,"He likes chairs , more than chaise longues .",0
H1631,"He likes chaise longues , more than chairs .",0
H1632,"He likes dime novels , more than black comedies .",1
H1633,"He likes comedies , more than black comedies .",0
H1634,"He likes black comedies , more than comedies .",0
H1635,"He likes Virginia hams , more than commedia dell'artes .",1
H1636,"He likes comedies , more than commedia dell'artes .",0
H1637,"He likes commedia dell'artes , more than comedies .",0
H1638,"He likes bunk beds , more than dark comedies .",1
H1639,"He likes comedies , more than dark comedies .",0
H1640,"He likes dark comedies , more than comedies .",0
H1641,"He likes golden hamsters , more than farces .",1
H1642,"He likes comedies , more than farces .",0
H1643,"He likes farces , more than comedies .",0
H1644,"He likes holm oaks , more than domestic cats .",1
H1645,"He likes cats , more than domestic cats .",0
H1646,"He likes domestic cats , more than cats .",0
H1647,"He likes depressions , more than wildcats .",1
H1648,"He likes cats , more than wildcats .",0
H1649,"He likes wildcats , more than cats .",0
H1650,"He likes thanatopses , more than bellbottom trousers .",1
H1651,"He likes trousers , more than bellbottom trousers .",0
H1652,"He likes bellbottom trousers , more than trousers .",0
H1653,"He likes bunks , more than breeches .",1
H1654,"He likes trousers , more than breeches .",0
H1655,"He likes breeches , more than trousers .",0
H1656,"He likes tree sparrows , more than chinoes .",1
H1657,"He likes trousers , more than chinoes .",0
H1658,"He likes chinoes , more than trousers .",0
H1659,"He likes black comedies , more than churidars .",1
H1660,"He likes trousers , more than churidars .",0
H1661,"He likes churidars , more than trousers .",0
H1662,"He likes gammons , more than fumed oaks .",1
H1663,"He likes oaks , more than fumed oaks .",0
H1664,"He likes fumed oaks , more than oaks .",0
H1665,"He likes English sparrows , more than holm oaks .",1
H1666,"He likes oaks , more than holm oaks .",0
H1667,"He likes holm oaks , more than oaks .",0
H1668,"He likes Eurasian hamsters , more than English sparrows .",1
H1669,"He likes sparrows , more than English sparrows .",0
H1670,"He likes English sparrows , more than sparrows .",0
H1671,"He likes dashikis , more than tree sparrows .",1
H1672,"He likes sparrows , more than tree sparrows .",0
H1673,"He likes tree sparrows , more than sparrows .",0
H1674,"He likes manuals , more than black ducks .",1
H1675,"He likes ducks , more than black ducks .",0
H1676,"He likes black ducks , more than ducks .",0
H1677,"He likes roman a clefs , more than buffleheads .",1
H1678,"He likes ducks , more than buffleheads .",0
H1679,"He likes buffleheads , more than ducks .",0
H1680,"He likes chinoes , more than canvasbacks .",1
H1681,"He likes ducks , more than canvasbacks .",0
H1682,"He likes canvasbacks , more than ducks .",0
H1683,"He likes argyles , more than dabbling ducks .",1
H1684,"He likes ducks , more than dabbling ducks .",0
H1685,"He likes dabbling ducks , more than ducks .",0
H1686,"He likes blackfish , more than armoires .",1
H1687,"He likes wardrobes , more than armoires .",0
H1688,"He likes armoires , more than wardrobes .",0
H1689,"He likes spaghetti Westerns , more than clothes closets .",1
H1690,"He likes wardrobes , more than clothes closets .",0
H1691,"He likes clothes closets , more than wardrobes .",0
H1692,"He likes tree sparrows , more than coat closets .",1
H1693,"He likes wardrobes , more than coat closets .",0
H1694,"He likes coat closets , more than wardrobes .",0
H1695,"He likes Belgian hares , more than beluga caviar .",1
H1696,"He likes caviar , more than beluga caviar .",0
H1697,"He likes beluga caviar , more than caviar .",0
H1698,"He likes Eurasian hamsters , more than camises .",1
H1699,"He likes shirts , more than camises .",0
H1700,"He likes camises , more than shirts .",0
H1701,"He likes cockateels , more than dashikis .",1
H1702,"He likes shirts , more than dashikis .",0
H1703,"He likes dashikis , more than shirts .",0
H1704,"He likes dashikis , more than dress shirts .",1
H1705,"He likes shirts , more than dress shirts .",0
H1706,"He likes dress shirts , more than shirts .",0
H1707,"He likes chinoes , more than hair shirts .",1
H1708,"He likes shirts , more than hair shirts .",0
H1709,"He likes hair shirts , more than shirts .",0
H1710,"He likes disquisitions , more than bacon strips .",1
H1711,"He likes bacon , more than bacon strips .",0
H1712,"He likes bacon strips , more than bacon .",0
H1713,"He likes detective novels , more than Canadian bacons .",1
H1714,"He likes bacon , more than Canadian bacons .",0
H1715,"He likes Canadian bacons , more than bacon .",0
H1716,"He likes dolefulness , more than flitches .",1
H1717,"He likes bacon , more than flitches .",0
H1718,"He likes flitches , more than bacon .",0
H1719,"He likes basenjis , more than gammons .",1
H1720,"He likes bacon , more than gammons .",0
H1721,"He likes gammons , more than bacon .",0
H1722,"He likes argyles , more than cowbirds .",1
H1723,"He likes blackbirds , more than cowbirds .",0
H1724,"He likes cowbirds , more than blackbirds .",0
H1725,"He likes curs , more than grackles .",1
H1726,"He likes blackbirds , more than grackles .",0
H1727,"He likes grackles , more than blackbirds .",0
H1728,"He likes rusty blackbirds , more than red-winged blackbirds .",1
H1729,"He likes blackbirds , more than red-winged blackbirds .",0
H1730,"He likes red-winged blackbirds , more than blackbirds .",0
H1731,"He likes exuberances , more than rusty blackbirds .",1
H1732,"He likes blackbirds , more than rusty blackbirds .",0
H1733,"He likes rusty blackbirds , more than blackbirds .",0
H1734,"He likes Canadian bacons , more than basenjis .",1
H1735,"He likes dogs , more than basenjis .",0
H1736,"He likes basenjis , more than dogs .",0
H1737,"He likes holm oaks , more than corgis .",1
H1738,"He likes dogs , more than corgis .",0
H1739,"He likes corgis , more than dogs .",0
H1740,"He likes athletic socks , more than curs .",1
H1741,"He likes dogs , more than curs .",0
H1742,"He likes curs , more than dogs .",0
H1743,"He likes dolefulness , more than dalmatians .",1
H1744,"He likes dogs , more than dalmatians .",0
H1745,"He likes dalmatians , more than dogs .",0
H1746,"He likes breeches , more than agapes .",1
H1747,"He likes love , more than agapes .",0
H1748,"He likes agapes , more than love .",0
H1749,"He likes alarms , more than amorousness .",1
H1750,"He likes love , more than amorousness .",0
H1751,"He likes amorousness , more than love .",0
H1752,"He likes bristlecone pines , more than ardors .",1
H1753,"He likes love , more than ardors .",0
H1754,"He likes ardors , more than love .",0
H1755,"He likes grackles , more than prosciutto .",1
H1756,"He likes ham , more than prosciutto .",0
H1757,"He likes prosciutto , more than ham .",0
H1758,"He likes black ducks , more than Virginia hams .",1
H1759,"He likes ham , more than Virginia hams .",0
H1760,"He likes Virginia hams , more than ham .",0
H1761,"He likes hair shirts , more than spaghetti Westerns .",1
H1762,"He likes westerns , more than spaghetti Westerns .",0
H1763,"He likes spaghetti Westerns , more than westerns .",0
H1764,"He likes dashikis , more than bibles .",1
H1765,"He likes handbooks , more than bibles .",0
H1766,"He likes bibles , more than handbooks .",0
H1767,"He likes novelettes , more than guidebooks .",1
H1768,"He likes handbooks , more than guidebooks .",0
H1769,"He likes guidebooks , more than handbooks .",0
H1770,"He likes Atlantic salmon , more than manuals .",1
H1771,"He likes handbooks , more than manuals .",0
H1772,"He likes manuals , more than handbooks .",0
H1773,"He likes exuberances , more than reckoners .",1
H1774,"He likes handbooks , more than reckoners .",0
H1775,"He likes reckoners , more than handbooks .",0
H1776,"I like anklets , an interesting type of sock .",1
H1777,"I like anklets , an interesting type of sadness .",0
H1778,"I like argyles , an interesting type of sock .",1
H1779,"I like argyles , an interesting type of textbook .",0
H1780,"I like athletic socks , an interesting type of sock .",1
H1781,"I like athletic socks , an interesting type of hamster .",0
H1782,"I like knee-highs , an interesting type of sock .",1
H1783,"I like knee-highs , an interesting type of shirt .",0
H1784,"I like Atlantic salmon , an interesting type of salmon .",1
H1785,"I like Atlantic salmon , an interesting type of fear .",0
H1786,"I like blackfish , an interesting type of salmon .",1
H1787,"I like blackfish , an interesting type of novel .",0
H1788,"I like chinooks , an interesting type of salmon .",1
H1789,"I like chinooks , an interesting type of love .",0
H1790,"I like chum salmon , an interesting type of salmon .",1
H1791,"I like chum salmon , an interesting type of bed .",0
H1792,"I like pendant earrings , an interesting type of earring .",1
H1793,"I like pendant earrings , an interesting type of bed .",0
H1794,"I like chains , an interesting type of necklace .",1
H1795,"I like chains , an interesting type of chair .",0
H1796,"I like chokers , an interesting type of necklace .",1
H1797,"I like chokers , an interesting type of pine .",0
H1798,"I like bluepoints , an interesting type of oyster .",1
H1799,"I like bluepoints , an interesting type of trouser .",0
H1800,"I like Japanese oysters , an interesting type of oyster .",1
H1801,"I like Japanese oysters , an interesting type of hamster .",0
H1802,"I like pearl oysters , an interesting type of oyster .",1
H1803,"I like pearl oysters , an interesting type of bed .",0
H1804,"I like saddle oysters , an interesting type of oyster .",1
H1805,"I like saddle oysters , an interesting type of handbook .",0
H1806,"I like compositions , an interesting type of essay .",1
H1807,"I like compositions , an interesting type of parrot .",0
H1808,"I like disquisitions , an interesting type of essay .",1
H1809,"I like disquisitions , an interesting type of textbook .",0
H1810,"I like memoirs , an interesting type of essay .",1
H1811,"I like memoirs , an interesting type of parrot .",0
H1812,"I like thanatopses , an interesting type of essay .",1
H1813,"I like thanatopses , an interesting type of textbook .",0
H1814,"I like alarms , an interesting type of fear .",1
H1815,"I like alarms , an interesting type of shirt .",0
H1816,"I like apprehensions , an interesting type of fear .",1
H1817,"I like apprehensions , an interesting type of salmon .",0
H1818,"I like creeps , an interesting type of fear .",1
H1819,"I like creeps , an interesting type of wardrobe .",0
H1820,"I like frissons , an interesting type of fear .",1
H1821,"I like frissons , an interesting type of rabbit .",0
H1822,"I like Eurasian hamsters , an interesting type of hamster .",1
H1823,"I like Eurasian hamsters , an interesting type of shirt .",0
H1824,"I like golden hamsters , an interesting type of hamster .",1
H1825,"I like golden hamsters , an interesting type of duck .",0
H1826,"I like elations , an interesting type of joy .",1
H1827,"I like elations , an interesting type of wardrobe .",0
H1828,"I like exhilarations , an interesting type of joy .",1
H1829,"I like exhilarations , an interesting type of bacon .",0
